Feature Name,Coeffecient
1,51.07447618869789
x0,-2.0894770494284125
x1,30.998942585739098
x0^2,0.2846395583995085
x0 x1,-2.639033256742477
x1^2,4.168122468010501
x0^3,0.018736544222017548
x0^2 x1,0.2814588180271222
x0 x1^2,-1.0873700504880293
x1^3,0.9136098815276213
