,mean_squared_error,mean_absolute_error,mean_absolute_percentage_error
90,1.339023726439652e-06,0.0006295442406943977,1.3075577358880861e-05
91,1.2873709452083643e-06,0.000604906126717796,1.283476923225722e-05
92,1.3276392547743864e-06,0.0006306739988054641,1.2835132277891818e-05
93,1.3118476760761366e-06,0.0006203012890702302,1.2800447876783886e-05
94,1.3330249766484858e-06,0.000624348612699902,1.2976535900787553e-05
95,1.33237131582707e-06,0.0006276187072905676,1.2993058704137608e-05
96,1.341588502067893e-06,0.0006243312211227273,1.2835091225828002e-05
97,1.3313057027861349e-06,0.0006234885136651559,1.2868551280202785e-05
98,1.2687873935887696e-06,0.0006155831065435078,1.2730927421787267e-05
99,1.3356951256068392e-06,0.0006296596563363817,1.3061766218625644e-05
100,1.3419388545722956e-06,0.0006185539171778658,1.2904775048365141e-05
101,1.3013745978197062e-06,0.000623732363964957,1.3107719063965965e-05
102,1.2986416951485458e-06,0.0006188197350586964,1.2842685440638893e-05
103,1.3747565924586402e-06,0.0006194646714070493,1.2806670262304696e-05
104,1.3244439869526477e-06,0.0006230958281923789,1.2911474358451093e-05
105,1.3166136662982448e-06,0.0006186948816459879,1.2669309640222339e-05
106,1.3172517568502713e-06,0.0006218352809162273,1.2859624924265412e-05
107,1.3167005657176043e-06,0.0006195022338423133,1.2669370323969173e-05
108,1.3295700952611254e-06,0.0006214519558737001,1.297847622093875e-05
109,1.3347650571166507e-06,0.0006253330887780638,1.3097537207083934e-05
110,1.3213054040659052e-06,0.000624240513631167,1.2929535612189676e-05
111,1.3286401400279525e-06,0.0006223378266139231,1.3057040658663706e-05
112,1.32697017858733e-06,0.0006210739472607834,1.2887475346292192e-05
113,1.32328289966581e-06,0.000617845671110416,1.2849873642085321e-05
114,1.3095325807320698e-06,0.0006212226124628127,1.2839111161035028e-05
115,1.3436775660515122e-06,0.000620376107939805,1.2831212781204643e-05
116,1.3201213417508988e-06,0.0006243188868679572,1.2840814944354836e-05
117,1.3361190370335649e-06,0.0006232475742069329,1.2848982327538966e-05
118,1.2974723232519878e-06,0.0006232561220006939,1.3158136115415909e-05
119,1.3712000949161149e-06,0.0006278131775880626,1.2779945814576882e-05
120,1.3264491747566723e-06,0.0006205852566395632,1.2883983914800908e-05
121,1.304713886386658e-06,0.0006261543910187658,1.2934642685799365e-05
122,1.3008496308096374e-06,0.0006248937076441147,1.3274777045482448e-05
123,1.3292809595769321e-06,0.0006295539921223928,1.310694318797264e-05
124,1.3567491510029718e-06,0.0006303963434826158,1.2934859704616175e-05
125,1.2951908014263054e-06,0.0006211224195091892,1.290686918949518e-05
126,1.3372518490766802e-06,0.0006174954920624961,1.2634038537895504e-05
127,1.3233005874646753e-06,0.0006224313222736528,1.2921378247430341e-05
128,1.2936335443697512e-06,0.0006202482293791464,1.289225641099028e-05
129,1.333844049629111e-06,0.0006275357037793134,1.2872746330950466e-05
130,1.3183502433194248e-06,0.0006195421188684711,1.3025790255708277e-05
131,1.3294781248941582e-06,0.0006234017386923219,1.3196935388977712e-05
132,1.360488144465477e-06,0.0006286203513666687,1.3010648004773724e-05
133,1.3436604932234883e-06,0.0006290311340410995,1.2998016794201361e-05
134,1.3135255423890155e-06,0.0006217615916523469,1.2893379691082135e-05
135,1.2796587345693726e-06,0.0006219020120211656,1.2914719583869588e-05
136,1.2855473723895224e-06,0.0006147363330519444,1.2765205233564675e-05
137,1.3541448765084436e-06,0.0006227613621260932,1.2768890875545494e-05
138,1.3089979190566564e-06,0.0006220512733260726,1.3157096977484743e-05
139,1.2657809856167744e-06,0.00061356994707726,1.2741638067480608e-05
140,1.3437859002396363e-06,0.0006305503373826479,1.3008789195150787e-05
141,1.338758341846055e-06,0.0006244892101017545,1.281661401690128e-05
142,1.3162707492574558e-06,0.0006194741328866428,1.2817480527295071e-05
143,1.3358359897358135e-06,0.0006253085503322039,1.298466689345271e-05
144,1.3242664838625345e-06,0.0006257466989565667,1.295273981963101e-05
145,1.2990673059804727e-06,0.0006186435427701873,1.2986369175765066e-05
146,1.3202787465057567e-06,0.0006266128256658347,1.3087324031661153e-05
147,1.335208970651085e-06,0.0006302051303296539,1.300818405955918e-05
148,1.3178908927434837e-06,0.0006158204242734379,1.289811788425986e-05
149,1.341810481636652e-06,0.0006238952809756728,1.2814686033008748e-05
150,1.3590886494347783e-06,0.0006230197728743938,1.2907682215866786e-05
151,1.3160919545296184e-06,0.0006248685421441275,1.2943161949828342e-05
152,1.288300682774045e-06,0.0006204637416122918,1.3109378623377457e-05
153,1.3113803825622728e-06,0.0006229275901968972,1.2946464280178796e-05
154,1.3509036650553876e-06,0.0006253479605490492,1.2928081751631281e-05
155,1.3386693432059405e-06,0.0006284246494157523,1.2955898743859954e-05
156,1.3182886794779958e-06,0.0006210704727172399,1.2855275449412011e-05
157,1.3482651661302446e-06,0.0006297388808500775,1.286649946382372e-05
158,1.3329692180955814e-06,0.0006189301132239472,1.2820205225399215e-05
159,1.347400497889417e-06,0.0006244560232556569,1.298430059322609e-05
160,1.2929492955307844e-06,0.0006173910926661432,1.2851691898013898e-05
161,1.3229252144965297e-06,0.0006183596511803405,1.2751835851029919e-05
162,1.3165525158408753e-06,0.0006189345088216105,1.2974963078996679e-05
163,1.3145203932013478e-06,0.0006199528691781918,1.279529332486289e-05
164,1.3187410196857416e-06,0.0006220106356020039,1.3023672769234862e-05
165,1.324787532105857e-06,0.0006169136989252639,1.2757615583926866e-05
166,1.3166259290469554e-06,0.0006260719956920633,1.283647874055893e-05
167,1.3336237813851173e-06,0.0006257557973901016,1.3036330306784046e-05
168,1.3574362280007541e-06,0.0006264988027357458,1.2917982486962517e-05
169,1.317359872970895e-06,0.0006168234978666602,1.2730318810870581e-05
170,1.3234340180747363e-06,0.0006205962284711729,1.286116058159826e-05
171,1.323962328946273e-06,0.00062399498771345,1.2941020677687363e-05
172,1.3388427795749307e-06,0.0006234534677160138,1.2708395866533694e-05
173,1.3036685466774501e-06,0.0006179377806230873,1.267195957568483e-05
174,1.3990979123522998e-06,0.000631119228949824,1.2838732126333167e-05
175,1.3557787036291567e-06,0.0006284487471461724,1.3040411817136685e-05
176,1.3174685788130028e-06,0.0006214279814103126,1.2855717019951572e-05
177,1.3209584357830536e-06,0.0006274306298203571,1.3378367492716289e-05
178,1.335507890066671e-06,0.0006238737671843714,1.2911662101487015e-05
179,1.3229176584201986e-06,0.000614397121104688,1.278561293033106e-05
180,1.3142638405674415e-06,0.0006241765595237213,1.2943829158701701e-05
181,1.336295162585251e-06,0.0006253842749664845,1.3067360850554868e-05
182,1.3467301384671982e-06,0.0006258385764645603,1.2998619712858166e-05
183,1.2877219704380605e-06,0.0006132789388567059,1.2859451026845048e-05
184,1.319457409194486e-06,0.000622276754684298,1.2717553975302606e-05
185,1.347776878565932e-06,0.0006272802360823194,1.2988451126258811e-05
186,1.3548753377724324e-06,0.000627572244349794,1.2934072820781269e-05
187,1.3241645565296371e-06,0.0006180449033830673,1.2869023590283364e-05
188,1.289845342880062e-06,0.0006179106363104546,1.2976935310578879e-05
189,1.32969039691097e-06,0.000627850560035388,1.3014988226027373e-05
190,1.3190701552263857e-06,0.000615091524607998,1.277780344523617e-05
191,1.3104747289972617e-06,0.0006154693579939785,1.2990317127750434e-05
192,1.3226360092759963e-06,0.0006213840593304591,1.290530890239554e-05
193,1.2879477658633014e-06,0.000618675525448784,1.2933653893655947e-05
194,1.297714562398993e-06,0.0006175725496984112,1.2840413410075333e-05
195,1.3476653610564684e-06,0.000620657221516018,1.2927146014094118e-05
196,1.2936811062579506e-06,0.0006170582271532762,1.2870220399889883e-05
197,1.2622107866254838e-06,0.000612916673555175,1.2787395620903563e-05
198,1.3124715854043548e-06,0.0006160665309510815,1.2743023218471186e-05
199,1.3437565704980077e-06,0.0006264977306672225,1.3265786483185756e-05
200,1.2980830273769592e-06,0.0006162488094625591,1.2849818640356232e-05
201,1.3158459303787469e-06,0.0006196617239603044,1.3048555864067906e-05
202,1.3860059298616957e-06,0.0006247347227418343,1.2740106878311082e-05
203,1.3388358319118757e-06,0.000625476772894162,1.3056688267922273e-05
204,1.300460752342609e-06,0.0006208222363329613,1.2816551199322902e-05
205,1.2602904214699855e-06,0.0006135785724074405,1.2973039683437972e-05
206,1.320036482406079e-06,0.0006195531821088995,1.2671990776284016e-05
207,1.3249209263484434e-06,0.0006169322700130086,1.2886159545815529e-05
208,1.3347119740549876e-06,0.0006255890020311687,1.2956678678298555e-05
209,1.3177680642486972e-06,0.0006278500017125956,1.305067615610738e-05
210,1.3319913213927369e-06,0.0006178419166832557,1.292144996015466e-05
211,1.3094968768791889e-06,0.0006216216141571133,1.3016765849023791e-05
212,1.3362823357897877e-06,0.0006302183957478311,1.2988158340727764e-05
213,1.3540773716572229e-06,0.0006226079038424197,1.3046561414488359e-05
214,1.3371268549687798e-06,0.0006238335010242506,1.2972513626806738e-05
215,1.3852112666515518e-06,0.0006257894444016779,1.286233927500609e-05
216,1.3460371381465045e-06,0.000620510764451436,1.28998608172665e-05
217,1.3574597729436103e-06,0.0006228828937198818,1.2749228556965535e-05
218,1.2683856837176934e-06,0.0006131396691749489,1.2917003875543983e-05
219,1.3660858820731599e-06,0.0006268218495733457,1.2912703836091625e-05
220,1.3677702878193262e-06,0.0006252393687783699,1.2940533262775082e-05
221,1.3163186920196118e-06,0.0006229943371013328,1.3153008000122787e-05
222,1.299026682588072e-06,0.000615229064001164,1.2944705778539936e-05
223,1.29583242888329e-06,0.0006210952261300707,1.3038717409167252e-05
224,1.3231542443313097e-06,0.00062233416619069,1.3002816378995145e-05
225,1.294908276377731e-06,0.0006190039031090973,1.3064710025291658e-05
226,1.3213199325579546e-06,0.0006210545218299164,1.2926464128838528e-05
227,1.25811452410892e-06,0.0006155344389497736,1.2888460391981413e-05
228,1.277914344379583e-06,0.0006164066990314869,1.2946241767831427e-05
229,1.2787568961372247e-06,0.0006142060096768106,1.2989292165078554e-05
230,1.3227512991399458e-06,0.0006215430962626403,1.3007080805962129e-05
231,1.316377875931131e-06,0.0006266400212314512,1.3183630812154198e-05
232,1.3460796792763148e-06,0.0006194744642465551,1.2924557504660843e-05
233,1.3383143352011138e-06,0.0006205040958520916,1.2881755048210201e-05
234,1.329919889167568e-06,0.0006170826885905531,1.2744376589996328e-05
235,1.3360231022366906e-06,0.0006217231341844841,1.2719124017991123e-05
236,1.3081282434712744e-06,0.0006224704361783536,1.311434713790728e-05
237,1.3696121997774268e-06,0.0006304366932527142,1.3023258470574205e-05
238,1.30997020771438e-06,0.0006249730189518647,1.3256556771486201e-05
239,1.3130750343339748e-06,0.0006212167040601841,1.301556692587846e-05
240,1.375813000081536e-06,0.0006309848730681716,1.3043794133391139e-05
241,1.343295230708046e-06,0.0006238252510797882,1.30352531265716e-05
242,1.3579015387073613e-06,0.0006267911310397709,1.2996682751887769e-05
243,1.3280988281201658e-06,0.0006255578021742539,1.28373971194572e-05
244,1.3525213779462e-06,0.0006249509393665883,1.2856430045051905e-05
245,1.3154706582809407e-06,0.0006228384095528687,1.2893752361049975e-05
246,1.3169962726843712e-06,0.0006236914996572775,1.3089393094862487e-05
247,1.3213019012881517e-06,0.000623802844512838,1.3002172146756033e-05
248,1.3316845884558406e-06,0.0006228645476033154,1.3152525473159855e-05
249,1.3390795770627494e-06,0.0006233110812389714,1.299617007791203e-05
250,1.3278311688164904e-06,0.0006236464915824975,1.2950685543476568e-05
251,1.356637486989759e-06,0.0006228647261491572,1.2690618097308037e-05
252,1.2913647139931138e-06,0.0006175661120825535,1.3017054132071265e-05
253,1.3063317104715868e-06,0.0006232374965016353,1.314250788772158e-05
254,1.3477176005158902e-06,0.0006246992031579169,1.2701527514341906e-05
255,1.301566260064525e-06,0.0006152004280442712,1.2854201962129018e-05
256,1.3212015808969856e-06,0.0006261065334879232,1.293144096351351e-05
257,1.3390097946494557e-06,0.0006196035946197123,1.2908016568449214e-05
258,1.3199367013814713e-06,0.0006254909982208413,1.2953174008067794e-05
259,1.300639156438162e-06,0.0006223361116475871,1.3135326117942816e-05
260,1.3224542331016924e-06,0.0006228686837185048,1.2698763626055827e-05
261,1.3297579935522087e-06,0.000622041553171852,1.297243833550127e-05
262,1.347787097178645e-06,0.0006290643664423154,1.3032636096167667e-05
263,1.3330275105587483e-06,0.0006283375734130873,1.2973603465733567e-05
264,1.3488682231211411e-06,0.0006276988171978651,1.26271562799975e-05
265,1.3073232575772768e-06,0.0006184856830041365,1.29079064346692e-05
266,1.3185856749987138e-06,0.0006099845740871804,1.2667853669513582e-05
267,1.2804748598027027e-06,0.0006138551479077368,1.2838784826168985e-05
268,1.3492402748491043e-06,0.0006232353207588588,1.2985465964576321e-05
269,1.3604808961058396e-06,0.0006245390732812113,1.2822860773762711e-05
270,1.3049101773553178e-06,0.0006204996379693963,1.2844689636951938e-05
271,1.2953681969429539e-06,0.0006188050222319149,1.2913509483118524e-05
272,1.3495945009998702e-06,0.0006219194324005237,1.279280631697786e-05
273,1.331245017119662e-06,0.0006257207448063775,1.286671280523466e-05
274,1.3608617308661812e-06,0.0006314882273397787,1.3251047776701568e-05
275,1.325910080810598e-06,0.0006210869077550902,1.2839315489923513e-05
276,1.3568355303153434e-06,0.0006280287250337213,1.299436831917257e-05
277,1.3447342441519403e-06,0.0006228639552345689,1.2710054340375656e-05
278,1.3612204023595158e-06,0.000628651819194774,1.2761302502424979e-05
279,1.3370654734699507e-06,0.0006248748341056076,1.2985961678238341e-05
280,1.329732395913561e-06,0.0006219405845739482,1.27790685239811e-05
281,1.3165715306663033e-06,0.0006220978791239152,1.2958369782218663e-05
282,1.3127762895279976e-06,0.000626004184647662,1.2906401077958475e-05
283,1.3211648845596438e-06,0.0006180378852636327,1.3094120663892098e-05
284,1.3316771638688184e-06,0.0006322959157246679,1.3304027328043466e-05
285,1.3630044673024868e-06,0.0006243048623152788,1.2884423904356957e-05
286,1.3569710129964605e-06,0.0006262358477060307,1.2850145069123129e-05
287,1.3561669597795561e-06,0.0006272855733175823,1.2998205116637449e-05
288,1.31986712097319e-06,0.0006264972988534218,1.3062480162336596e-05
289,1.268828569314697e-06,0.0006080573135928734,1.277314446152738e-05
290,1.2738109460041196e-06,0.0006163415062699473,1.3060315117184576e-05
291,1.305345749409875e-06,0.0006203172374057791,1.2820910256690441e-05
292,1.3272667624989315e-06,0.0006212577889736802,1.2811702528400937e-05
293,1.3390882726532308e-06,0.0006219133969808982,1.279491780042693e-05
294,1.3207427980960505e-06,0.0006195455338456679,1.2790250273141568e-05
295,1.292410929378408e-06,0.0006158249171797877,1.3013497195562379e-05
296,1.3646433188375708e-06,0.0006256568989599342,1.273520248992334e-05
297,1.2982500354613029e-06,0.0006214478741373932,1.2719024724287118e-05
298,1.3118869591004442e-06,0.0006188899919598878,1.294841481915691e-05
299,1.359639333249122e-06,0.000632140403679808,1.2915143319009749e-05
300,1.3494286738178608e-06,0.0006179284504367993,1.2748779924934777e-05
301,1.3432501856588158e-06,0.0006235787547123592,1.2912765744832361e-05
302,1.2916087048764956e-06,0.0006186273488081311,1.3113647019384906e-05
303,1.3154245814676073e-06,0.0006221138144757244,1.2954030404972568e-05
304,1.3367830501570558e-06,0.0006246596136515938,1.2799622195448198e-05
305,1.3500252243814245e-06,0.000627326395561388,1.305236696477893e-05
306,1.324976318337919e-06,0.0006181279176055895,1.2779758292553934e-05
307,1.3053828089131518e-06,0.0006144118052737149,1.287577090908538e-05
308,1.3452847849118821e-06,0.0006327226671653835,1.3157928765173572e-05
309,1.3577350915273547e-06,0.0006319008564200341,1.3020207236195204e-05
310,1.3163231699360899e-06,0.0006238535916901384,1.2829226853339479e-05
311,1.3107826622078774e-06,0.0006249603407652472,1.3085136782930706e-05
312,1.2994424108807515e-06,0.0006244454282958676,1.3091918726425725e-05
313,1.3134819500601791e-06,0.0006219972504015695,1.2856777822464617e-05
314,1.3370742434232468e-06,0.0006212084041327406,1.2756607702682433e-05
315,1.340650282984948e-06,0.0006312868641296012,1.3105915309153152e-05
316,1.3535702526294235e-06,0.0006278255885209124,1.286441407979935e-05
317,1.3188842270471262e-06,0.0006230205774356248,1.2854424098691165e-05
318,1.366726811783885e-06,0.0006281394621558821,1.3015327548125323e-05
319,1.3247169655895525e-06,0.0006253951576201919,1.2972940532948118e-05
320,1.3800727767196151e-06,0.0006302541631896161,1.3095180543506632e-05
321,1.3441081011985835e-06,0.000624153075908925,1.2805464782810395e-05
322,1.3191646893001268e-06,0.0006265567670725448,1.3255381604614459e-05
323,1.382133179632174e-06,0.0006275545970446496,1.2809651233913491e-05
324,1.3440199248868607e-06,0.0006226545048208172,1.291911077426611e-05
325,1.319884159334514e-06,0.000621000616147865,1.2861730111955566e-05
326,1.302077883750188e-06,0.0006193921164347921,1.2935395914620208e-05
327,1.3382853346548563e-06,0.0006196855690750498,1.2867329969206134e-05
328,1.3491393847919037e-06,0.0006197537931793986,1.288976724382898e-05
329,1.3387236995621752e-06,0.0006220399437844648,1.2668941843015767e-05
330,1.3080789747285824e-06,0.00061893957850597,1.2896436201531424e-05
331,1.3234478472191557e-06,0.0006239036482082113,1.294629195905248e-05
332,1.3103443922135578e-06,0.00062115636372055,1.2811339628419102e-05
333,1.3107816371293851e-06,0.0006262690751271368,1.3050516670670767e-05
334,1.3121603506493489e-06,0.0006218862281114646,1.2989271859477418e-05
335,1.3208097142866861e-06,0.0006198597526795256,1.282639048184939e-05
336,1.302513171697894e-06,0.0006249886785384229,1.2929571631366319e-05
337,1.332469699553042e-06,0.0006231590600478868,1.3150791439252848e-05
338,1.3277447526405277e-06,0.000626753179078592,1.3168516664839665e-05
339,1.337977608154004e-06,0.0006258453176966848,1.2953571904491718e-05
340,1.3162465511709888e-06,0.000623367155279703,1.3052390676315322e-05
341,1.3218921473733804e-06,0.0006247921742208629,1.3018450010087777e-05
342,1.3011386055861806e-06,0.0006205733652340793,1.2753922776004624e-05
343,1.3276647297186821e-06,0.0006179367334761013,1.283294907283834e-05
344,1.350319954304728e-06,0.0006242717064560355,1.3032171742656033e-05
345,1.2983663441744488e-06,0.0006197771221805968,1.2942348982295147e-05
346,1.3205898820774119e-06,0.0006256332081952871,1.2945302566979748e-05
347,1.3575131327290636e-06,0.0006270934605084313,1.2749525754278368e-05
348,1.3607697802971214e-06,0.0006267476295251158,1.2991216320423593e-05
349,1.3518995383751515e-06,0.0006283993641593081,1.2755406998598581e-05
350,1.3396366244432432e-06,0.0006235910409683677,1.3049668068119859e-05
351,1.3511014957934794e-06,0.0006277145122381894,1.310660282389116e-05
352,1.3290367858078465e-06,0.0006223039733017014,1.2690702493198251e-05
353,1.3402851364765757e-06,0.000624946565432137,1.2908164830078937e-05
354,1.3335080853856956e-06,0.0006216415670495738,1.3018400599798994e-05
355,1.3047887578992555e-06,0.0006237600651710848,1.313228094879617e-05
356,1.335210961557925e-06,0.0006252625183939029,1.2815712934624322e-05
357,1.33066128542552e-06,0.0006249139957615836,1.288518504209004e-05
358,1.3268713707585448e-06,0.0006235707730048193,1.288972232045888e-05
359,1.3084603013840688e-06,0.0006237989829139691,1.3057646773241637e-05
360,1.3457577036846179e-06,0.0006271427568836308,1.2776896353668736e-05
361,1.309581455431847e-06,0.0006238647589366519,1.3054492094919554e-05
362,1.3198654411328804e-06,0.0006269333418624585,1.3175498567009133e-05
363,1.3206439312942956e-06,0.0006228152188681519,1.2979823298871527e-05
364,1.330580065002872e-06,0.0006269105927539944,1.3011332416397078e-05
365,1.3478116292928737e-06,0.0006300814789188703,1.294780121943587e-05
366,1.3045315476975267e-06,0.000624682499628072,1.2892480235264537e-05
367,1.3148275721888502e-06,0.0006207134642894814,1.283343122455596e-05
368,1.348310599086346e-06,0.0006236257294380397,1.302018783305985e-05
369,1.3531220545045618e-06,0.0006266539331150678,1.2814940585557301e-05
370,1.3425885562054776e-06,0.0006250828234979523,1.3050779030728742e-05
371,1.3006294355410334e-06,0.0006248551585197806,1.3108483442090714e-05
372,1.3025313660718802e-06,0.00061973553330701,1.292577750446899e-05
373,1.2979726977521801e-06,0.0006239659939686634,1.2931401579872033e-05
374,1.3299029525582056e-06,0.0006166824577128889,1.2815338381777739e-05
375,1.2432081409538257e-06,0.0006098489662980993,1.2815923232461333e-05
376,1.3298145311635621e-06,0.000619038411880595,1.2926463613381661e-05
377,1.297833740229719e-06,0.0006219175938254011,1.3009309429682674e-05
378,1.2919084169363813e-06,0.0006197847338444677,1.2954562450487533e-05
379,1.3603647912455925e-06,0.0006218644561169344,1.2704628732771705e-05
380,1.3158409515139819e-06,0.0006208403802552187,1.2773808326781933e-05
381,1.3859933915076703e-06,0.0006303033829626283,1.2895929013873767e-05
382,1.347307901394808e-06,0.0006314068320071855,1.3001487027056894e-05
383,1.3534308754707175e-06,0.0006284136614383347,1.2862857517515883e-05
384,1.3584503761834394e-06,0.0006206176954049293,1.292278155074182e-05
385,1.333295218800713e-06,0.0006244421124002041,1.2938092975560433e-05
386,1.3530361959751474e-06,0.0006243002783649301,1.2951306962841552e-05
387,1.3066205378403348e-06,0.0006161769354406606,1.2945480969693647e-05
388,1.2900452984838838e-06,0.0006228348205642156,1.2988291892116956e-05
389,1.3170009850771684e-06,0.0006202528007678985,1.2812353639607419e-05
390,1.3757095349906117e-06,0.0006272846788638395,1.2923442547084897e-05
