Split Number,mean_squared_error,mean_absolute_error,mean_absolute_percentage_error
389,1.3212625593206098e-06,0.0006199980067626096,1.3062400316114202e-05
390,1.286057429350923e-06,0.0006188399806092062,1.285650845761868e-05
391,1.3136733788253506e-06,0.0006161452730171536,1.2768079324153363e-05
392,1.3194400892666545e-06,0.0006271660822932171,1.316065759057125e-05
393,1.3638283327726502e-06,0.000622026946843338,1.2706564806300072e-05
394,1.3000345542752264e-06,0.0006238763713904616,1.3032463863204417e-05
395,1.300979777964783e-06,0.0006208349691552941,1.2828125666922104e-05
396,1.3300977751795389e-06,0.0006216410601709519,1.2796086901042746e-05
397,1.359650452764542e-06,0.0006235710926921272,1.2754729497014728e-05
398,1.3118620760333119e-06,0.0006240286276124619,1.3008699847519842e-05
399,1.331512184275174e-06,0.0006186428164920094,1.2866260615043318e-05
400,1.3338397755430362e-06,0.0006231707245957974,1.2755109989520862e-05
401,1.3234521281874923e-06,0.0006147831814946083,1.2730393575800517e-05
402,1.3395598753958821e-06,0.0006212723261231105,1.2780547165280737e-05
403,1.336181959802879e-06,0.0006278993368137802,1.303746839733337e-05
404,1.297852870374086e-06,0.0006158087638573806,1.2777886195084758e-05
405,1.3688896808562838e-06,0.0006296967006651441,1.2989153844895379e-05
406,1.3193367428015474e-06,0.0006245800695424632,1.3112176271355984e-05
407,1.3185149510401162e-06,0.0006187510958735198,1.2822907872361422e-05
408,1.309058025751631e-06,0.0006211282984956756,1.3089806947488686e-05
409,1.3220065444046226e-06,0.0006229969238715318,1.2717311547861774e-05
410,1.3141068434261378e-06,0.0006242935251260179,1.3140848861584012e-05
411,1.30971741187767e-06,0.000621025540039422,1.3123913563967991e-05
412,1.3229225460376317e-06,0.0006247520782906915,1.3196450295545816e-05
413,1.3199771077051997e-06,0.0006135955131500195,1.2608077402890153e-05
414,1.3228547814953483e-06,0.0006255047917018369,1.315135395015069e-05
415,1.3521594422394077e-06,0.0006313823430795739,1.3007549810784854e-05
416,1.3016690147073958e-06,0.0006240439843010724,1.2931832340995691e-05
417,1.3283060525577689e-06,0.0006243871462471982,1.290527685294765e-05
418,1.2903612477598812e-06,0.0006188418451566098,1.2999869147601616e-05
419,1.3505485322353901e-06,0.0006220081434774945,1.2675543685928612e-05
420,1.3313099539785326e-06,0.0006244563566997482,1.2926287273273454e-05
421,1.3043913435428772e-06,0.0006254271362133146,1.3004071274169793e-05
422,1.3229435112586396e-06,0.0006221313185847609,1.2982298633687725e-05
423,1.346504979303506e-06,0.0006264194993462822,1.2842672062937208e-05
424,1.3007613554303832e-06,0.0006186855551663749,1.300959286780456e-05
425,1.299297538987263e-06,0.0006240211429170479,1.2927142835723306e-05
426,1.3151312925919997e-06,0.0006223291931818126,1.2843551412771887e-05
427,1.3489803200652509e-06,0.0006291582374795613,1.2951862750890112e-05
428,1.3097093401195e-06,0.000623988239305327,1.299463613723698e-05
429,1.3568907699713155e-06,0.0006230749216734057,1.2763194483721108e-05
430,1.3211453733371446e-06,0.0006206548841609251,1.2980468617522126e-05
431,1.32514802774877e-06,0.000622095068138979,1.3088972198389978e-05
432,1.30275885160188e-06,0.000613971790029414,1.2767661683136302e-05
433,1.313923324817993e-06,0.0006152711228193519,1.2781644780317935e-05
434,1.2801122071025909e-06,0.0006206847449957746,1.298657453771755e-05
435,1.2841450541073092e-06,0.0006142253615123797,1.3118355463598355e-05
436,1.3775823956241715e-06,0.0006307637138523927,1.2837277085636666e-05
437,1.2859424559883644e-06,0.0006173176711699253,1.2787893596991744e-05
438,1.3453607293164606e-06,0.0006179476550067749,1.2911156724441663e-05
439,1.2964863158522096e-06,0.0006193629543995334,1.2909709148726047e-05
440,1.322406711734726e-06,0.0006215469981718196,1.2940503439925691e-05
441,1.3442170182328666e-06,0.0006235122668701863,1.3208688375024124e-05
442,1.2927352209557136e-06,0.0006265419113581309,1.3250166205686614e-05
443,1.2952544614835872e-06,0.0006245688683148828,1.2847121064988701e-05
444,1.3570960026410079e-06,0.0006258857504678594,1.2780753563560886e-05
445,1.3751925720963635e-06,0.0006258874897614587,1.2896096915692756e-05
446,1.288184458044487e-06,0.0006204348706641041,1.2948842101097447e-05
447,1.2950437893424658e-06,0.000620947837483279,1.2804870576597583e-05
448,1.3441156431372514e-06,0.0006242465698803197,1.3086963413470393e-05
449,1.2685676374137703e-06,0.0006148680306429818,1.2982111790244806e-05
450,1.3465792355372562e-06,0.0006302595021555047,1.3064958621367933e-05
451,1.300946125147222e-06,0.0006212947985817401,1.3375839376246123e-05
452,1.3245439240527e-06,0.0006219924883263046,1.2903939386742825e-05
453,1.378385139486043e-06,0.0006331477836477084,1.291114269244721e-05
454,1.3346567005125953e-06,0.00062939548752935,1.3634927284990082e-05
455,1.3026786610744762e-06,0.00062058379758556,1.3116059857715968e-05
456,1.3329618111501032e-06,0.0006195132258177287,1.2805688288050646e-05
457,1.3205700956224144e-06,0.0006156781456163596,1.2771293804066645e-05
458,1.3363099335979025e-06,0.0006204165339078634,1.3115802067007544e-05
459,1.3390715553918074e-06,0.0006254840076654863,1.3015407887097423e-05
460,1.3143687691751964e-06,0.0006192140016265812,1.281764237860213e-05
461,1.3243422690787983e-06,0.0006191329891249851,1.2812243752817501e-05
462,1.3204699917031108e-06,0.000621980922683765,1.292180617940313e-05
463,1.3134928857315706e-06,0.0006165952737477995,1.285374983798881e-05
464,1.2792341049238917e-06,0.0006127114087278707,1.2761391418446739e-05
465,1.3100788590427479e-06,0.0006212031690076296,1.3080319460061113e-05
466,1.2971550475970108e-06,0.0006176251678182851,1.2805346046295424e-05
467,1.3007586636534446e-06,0.0006233917049619165,1.3094945143962335e-05
468,1.327524905524815e-06,0.0006203343359259703,1.273329931063948e-05
469,1.337612188809792e-06,0.0006286209884362364,1.3022761000911142e-05
470,1.3331564577946147e-06,0.0006246944525491227,1.2885231227498968e-05
471,1.3031027552324424e-06,0.0006172072372692715,1.2909355967672088e-05
472,1.3417778326676708e-06,0.0006209050941225604,1.2896038978751748e-05
473,1.3419418667873456e-06,0.0006177595818216254,1.2808533352811765e-05
474,1.323340634136019e-06,0.0006219192144029848,1.2878017329469258e-05
475,1.3305057871319346e-06,0.000620905422554107,1.2781259147237332e-05
476,1.2913554980451405e-06,0.0006214427399645934,1.3159648205222788e-05
477,1.3355918667984208e-06,0.0006260984276682915,1.2983215718780508e-05
478,1.3281608587592811e-06,0.0006178722271978718,1.284292531678939e-05
479,1.3368036438546724e-06,0.0006210793044108417,1.2910872803264013e-05
480,1.2781971677913379e-06,0.0006096539990871991,1.2969016471389301e-05
481,1.2976652477350485e-06,0.0006215261604549045,1.3210442822071772e-05
482,1.3037523599878318e-06,0.0006128697561526374,1.2805383097761046e-05
483,1.2879019889983065e-06,0.0006171758667392524,1.3019074275946437e-05
484,1.2870094595992083e-06,0.0006072351381385614,1.2697216114550266e-05
485,1.290011297912294e-06,0.0006188213304063197,1.2840432634310532e-05
486,1.352044802089558e-06,0.0006247528212048295,1.2783585999674408e-05
487,1.2985607266441806e-06,0.0006140395484550677,1.2940059550420686e-05
488,1.3476291279807116e-06,0.0006311416420469162,1.2976241519084524e-05
489,1.354155541242619e-06,0.0006277210933160328,1.2874081858990753e-05
490,1.3601336536063323e-06,0.0006221659447384736,1.3005856984740933e-05
491,1.3369684931236935e-06,0.0006231538004147108,1.2860055038826168e-05
492,1.3017604746369795e-06,0.0006145532866204369,1.2898746432018072e-05
493,1.3177260120369993e-06,0.0006192863932644113,1.2763397697443141e-05
494,1.3529889941003102e-06,0.0006253386799367292,1.3011293413899327e-05
495,1.3187080766092653e-06,0.0006216458583973774,1.2827802769810705e-05
496,1.3168016503126253e-06,0.0006219174221110898,1.2960567109502367e-05
497,1.3019953387126192e-06,0.0006179285122752313,1.2840998485654244e-05
498,1.3146363829753673e-06,0.0006231460940201671,1.3064541370628816e-05
499,1.3355498573584608e-06,0.0006219241159620168,1.2887758039972028e-05
